antecedent_genes,consequent_stress_samples,support,confidence,lift
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['control stress'],0.33590072742832694,0.940119760479042,2.6000708641887824
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.33590072742832694,0.9289940828402368,2.6000708641887824
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['osmotic stress'],0.31322207958921694,0.8375286041189932,2.5353683261995945
"['yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'lspA', 'ispH', 'kefF']",['osmotic stress'],0.31322207958921694,0.9481865284974093,2.5353683261995945
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'dapB', 'kefF', 'apaG']",['oxidative stress'],0.33076593923833975,0.9723270440251572,2.7543373356203547
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['oxidative stress'],0.33076593923833975,0.936969696969697,2.7543373356203547
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'dapB', 'kefF', 'apaG']",['oxidative stress'],0.3162173727000428,0.929559748427673,2.760331806957397
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'kefF']",['oxidative stress'],0.3162173727000428,0.9390088945362134,2.760331806957397
"['yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'lspA', 'ispH', 'kefF', 'surA']",['temperature stress'],0.3127941805733847,0.9493506493506494,2.8371259175607
"['yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'lspA', 'ispH', 'kefF', 'surA']",['temperature stress'],0.3127941805733847,0.9347826086956522,2.8371259175607
"['yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'lspA', 'ispH', 'kefF', 'surA']",['temperature stress'],0.32349165596919127,0.9667519181585678,2.7319216840829177
"['yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'lspA', 'ispH', 'kefF', 'surA']",['temperature stress'],0.32349165596919127,0.9141475211608223,2.7319216840829177
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.363714163457424,0.9792626728110598,2.5231938989630063
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.363714163457424,0.9371554575523704,2.5231938989630067
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3418913136499786,0.9205069124423964,2.582502586287972
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3418913136499786,0.9591836734693878,2.582502586287972
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3406076166024818,0.9420118343195265,2.6428351222145663
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3406076166024818,0.9555822328931572,2.6428351222145663
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'kefF']",['oxidative stress'],0.323063756953359,0.9593392630241422,2.71754649416657
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['oxidative stress'],0.323063756953359,0.915151515151515,2.71754649416657
"['yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'lspA', 'ispH', 'kefF', 'surA']",['temperature stress'],0.31921266581086866,0.9688311688311688,2.737797390034391
"['yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'lspA', 'ispH', 'kefF', 'surA']",['temperature stress'],0.31921266581086866,0.9020556227327691,2.737797390034391
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3461703038083012,0.9320276497695852,2.577690671611267
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3461703038083012,0.957396449704142,2.577690671611267
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.30124090714591356,0.9750692520775622,2.5924196155918806
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['control stress'],0.30124090714591356,0.9399198931909213,2.630650048367884
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['low iron stress', 'bile stress']",0.30124090714591356,0.8431137724550899,2.630650048367884
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'low iron stress']",0.30124090714591356,0.800910125142207,2.5924196155918806
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3380402225074882,0.9862671660424469,2.541241860023372
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3380402225074882,0.9838107098381071,2.6156605561907353
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3380402225074882,0.919674039580908,2.573985904791116
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'bile stress']",0.3380402225074882,0.9461077844311377,2.573985904791116
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3380402225074882,0.8987485779294653,2.6156605561907353
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3380402225074882,0.8710033076074972,2.541241860023372
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['control stress'],0.3281985451433462,0.9575530586766542,2.68643637230173
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3281985451433462,0.974587039390089,2.591137555238496
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3281985451433462,0.9611528822055138,2.690076988879384
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'control stress']",0.3281985451433462,0.9185628742514971,2.690076988879384
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'control stress']",0.3281985451433462,0.8725824800910126,2.591137555238496
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3281985451433462,0.9207683073229292,2.68643637230173
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3025246041934104,0.9724896836313619,2.5855613090403784
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['control stress'],0.3025246041934104,0.9401595744680852,2.6313208689004974
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['low iron stress', 'bile stress']",0.3025246041934104,0.8467065868263474,2.631320868900497
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.3025246041934104,0.8043230944254836,2.5855613090403784
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3363286264441592,0.9899244332493703,2.6319151314036158
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3363286264441592,0.9290780141843972,2.6003057714358517
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3363286264441592,0.9812734082397003,2.6419769067467507
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3363286264441592,0.9055299539170507,2.641976906746751
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'bile stress']",0.3363286264441592,0.9413173652694611,2.6003057714358517
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3363286264441592,0.89419795221843,2.6319151314036158
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['control stress'],0.3290543431750107,0.9600499375780275,2.655191365822308
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.3290543431750107,0.9796178343949044,2.6045129453707525
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3290543431750107,0.9505562422744129,2.660419087659046
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'control stress']",0.3290543431750107,0.9209580838323354,2.6604190876590454
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'control stress']",0.3290543431750107,0.8748577929465302,2.604512945370753
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3290543431750107,0.9100591715976332,2.655191365822308
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.30380830124090713,0.9766162310866575,2.5965325734351747
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.30380830124090713,0.9441489361702127,2.642486303987769
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'low iron stress']",0.30380830124090713,0.8502994011976048,2.642486303987769
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'low iron stress']",0.30380830124090713,0.8077360637087599,2.5965325734351747
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']",['bile stress'],0.30466409927257165,0.967391304347826,2.572006232378691
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.30466409927257165,0.9282920469361147,2.5981060044188027
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['bile stress', 'nutritional downshift stress']",0.30466409927257165,0.8526946107784431,2.5981060044188027
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'nutritional downshift stress']",0.30466409927257165,0.8100113765642776,2.5720062323786914
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.31407787762088146,0.9865591397849461,2.6229678153326725
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['control stress'],0.31407787762088146,0.9326556543837357,2.6103188793949585
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ileS', 'lspA', 'ispH', 'dapB', 'apaG']","['osmotic stress', 'bile stress']",0.31407787762088146,0.8790419161676647,2.6103188793949585
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'control stress']",0.31407787762088146,0.8350398179749715,2.6229678153326725
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3157894736842105,0.9853137516688918,2.5387852675305402
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3157894736842105,0.9697766097240472,2.578348051109327
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3157894736842105,0.8395904436860068,2.5783480511093266
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3157894736842105,0.8136714443219404,2.5387852675305402
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.31322207958921694,0.9812332439678283,2.608807839764294
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.31322207958921694,0.9773030707610147,2.6312871847563266
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.31322207958921694,0.8433179723502304,2.6312871847563266
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'low iron stress']",0.31322207958921694,0.8327645051194539,2.608807839764294
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['control stress'],0.3029525032092426,0.945260347129506,2.6142880843096514
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3029525032092426,0.9698630136986301,2.578577773621955
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'control stress']",0.3029525032092426,0.8054607508532423,2.578577773621955
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3029525032092426,0.837869822485207,2.6142880843096514
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['low iron stress'],0.3110825845100556,0.9706275033377837,2.563114661356385
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['low iron stress'],0.3110825845100556,0.9667553191489361,2.502001307697745
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']","['bile stress', 'low iron stress']",0.3110825845100556,0.8050941306755259,2.5020013076977445
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']","['low iron stress', 'bile stress']",0.3110825845100556,0.8214689265536723,2.563114661356385
"['thrA', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'ribF', 'ileS']",['bile stress'],0.31065468549422337,0.983739837398374,2.5347298787210586
"['thrA', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'ribF', 'ileS']",['bile stress'],0.31065468549422337,0.9654255319148937,2.566779827173045
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.31065468549422337,0.8259385665529011,2.566779827173045
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.31065468549422337,0.8004410143329659,2.5347298787210586
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3072314933675653,0.9808743169398908,2.607853559372611
"['thrA', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'ribF', 'ileS']",['bile stress'],0.3072314933675653,0.97289972899729,2.6194316436251923
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.3072314933675653,0.8271889400921659,2.6194316436251923
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'nutritional downshift stress']",0.3072314933675653,0.8168373151308306,2.607853559372611
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3110825845100556,0.9864314789687922,2.5416652330210225
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.3110825845100556,0.9745308310991956,2.5909881140828444
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'bile stress']",0.3110825845100556,0.8270762229806597,2.590988114082844
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'osmotic stress']",0.3110825845100556,0.8015435501653804,2.541665233021023
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3076593923833975,0.98224043715847,2.611485667394021
"['thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'nhaA', 'nhaR', 'rpsT', 'ileS']",['bile stress'],0.3076593923833975,0.9755766621438262,2.626639008560048
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['osmotic stress', 'bile stress']",0.3076593923833975,0.8283410138248848,2.6266390085600486
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'osmotic stress']",0.3076593923833975,0.8179749715585893,2.611485667394021
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3380402225074882,0.9899749373433583,2.5507954008505274
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3380402225074882,0.919674039580908,2.5801659429778896
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3380402225074882,0.9777227722772277,2.5994745378974757
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3380402225074882,0.8987485779294653,2.5994745378974757
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.3380402225074882,0.9483793517406963,2.58016594297789
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3380402225074882,0.8710033076074972,2.5507954008505274
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3162173727000428,0.9827127659574468,2.5320834994956485
"['thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'nhaR', 'rpsT', 'ileS', 'lspA']",['bile stress'],0.3162173727000428,0.9698162729658794,2.5784535038922187
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3162173727000428,0.8407281001137656,2.5784535038922183
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['low iron stress', 'bile stress']",0.3162173727000428,0.8147739801543551,2.5320834994956485
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'ribF']",['bile stress'],0.3072314933675653,0.9808743169398908,2.5273465035154628
"['thrA', 'thrB', 'thrC', 'yaaA', 'tal', 'mog', 'dnaK', 'dnaJ', 'rpsT', 'ribF']",['bile stress'],0.3072314933675653,0.97289972899729,2.5866514979142967
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.3072314933675653,0.8168373151308306,2.586651497914297
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['nutritional downshift stress', 'bile stress']",0.3072314933675653,0.7916207276736494,2.5273465035154628
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.35729567821994007,0.9869976359338062,2.543124007913236
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.35729567821994007,0.9823529411764705,2.6117847821722546
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.35729567821994007,0.9720605355064028,2.617172202164128
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.35729567821994007,0.9619815668202765,2.617172202164128
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.35729567821994007,0.949943117178612,2.6117847821722546
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.35729567821994007,0.9206174200661521,2.543124007913236
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['control stress'],0.3431750106974754,0.9336437718277067,2.582160348830001
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3431750106974754,0.9913473423980224,2.5543315757267675
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3431750106974754,0.9792429792429793,2.603516316826897
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['control stress', 'bile stress']",0.3431750106974754,0.9124004550625712,2.603516316826897
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'control stress']",0.3431750106974754,0.884233737596472,2.5543315757267675
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']","['bile stress', 'bile stress']",0.3431750106974754,0.9491124260355029,2.5821603488300005
"['yaaA', 'tal', 'mog', 'dnaK', 'rpsT', 'ribF', 'ileS', 'lspA', 'ispH', 'dapB']",['bile stress'],0.3170731707317073,0.9853723404255319,2.538936228858289
